SMILES,AZ_LogD7.4,LogP,LogP_chembl,SLogD,SLogP
C/C(O)=N/C(CCCCN)/C(O)=N/C(Cc1ccccc1)/C(O)=N/C(C(=N)O)C(C)C,,0.51,,-0.310135,0.513346
C/C(O)=N/C(CCCCN)/C(O)=N/C(Cc1ccccc1)/C(O)=N/C(CC(C)C)C(=N)O,,0.98,,-0.182246,0.643683
C/C(O)=N/C(CCCCN)/C(O)=N/C(Cc1ccccc1)C(=N)O,,0.12,,-0.225343,0.703941
C/C(O)=N/C(CCCN(Cc1ccccc1)C(=O)N(C)N=O)/C(O)=N/Cc1ccccc1,,2,,2.81005,2.81054
C/C(O)=N/C(CCCN)/C(O)=N/C(CC(C)C)C(=N)O,,-0.71,,-0.486925,0.350417
C/C(O)=N/C(CCCN)/C(O)=N/C(Cc1ccccc1)/C(O)=N/C(CC(C)C)C(=N)O,,0.54,,-1.08553,-0.365006
C/C(O)=N/C(CCCN)/C(O)=N/C(Cc1ccccc1)C(=N)O,,0.41,,-0.52982,0.317464
C/C(O)=N/C(CO)/C(O)=N/C(C(=N)O)C(C)C,,-1.53,,-0.250063,-0.249577
C/C(O)=N/C(CO)/C(O)=N/C(Cc1ccccc1)C(=N)O,,-0.79,,0.16283,0.163552
C/C(O)=N/C(Cc1c[nH]c2ccccc12)/C(O)=N/C(C)/C(O)=N/C(C(=N)O)C(C)C,,0.36,,1.33295,1.33477
C/C(O)=N/C(Cc1c[nH]c2ccccc12)/C(O)=N/C(C)/C(O)=N/C(C)C(=N)O,,-0.38,,0.49455,0.495771
C/C(O)=N/C(Cc1ccc(O)cc1)/C(O)=N/C(CC(C)C)C(=N)O,,0.32,,1.48954,1.49143
C/C(O)=N/C(Cc1ccc(O)cc1)/C(O)=N/C(Cc1ccccc1)C(=N)O,,0.54,,1.53459,1.53724
C/C(O)=N/C(Cc1ccc(O)cc1)C(=N)O,,-0.87,,0.599191,0.602025
C/C(O)=N/C(Cc1ccccc1)/C(O)=N/C(CC(=O)O)/C(O)=N/C(CC(C)C)C(=N)O,,0.39,,-2.02489,0.461426
C/C(O)=N/C(Cc1ccccc1)/C(O)=N/C(CCC(=N)O)C(=N)O,,-1.03,,-2.34375,-2.34365
C/C(O)=N/C(Cc1ccccc1)/C(O)=N/C(CCCCN)C(=N)O,,0.14,,-0.329811,0.554561
C/C(O)=N/C(Cc1ccccc1)/C(O)=N/C/C(O)=N/C(CC(C)C)C(=N)O,,0.6,,0.256716,0.259962
C/C(O)=N/C(Cc1ccccc1)/C(O)=N/CC(=N)O,,-0.5,,0.177596,0.178885
C/C(O)=N/C/C(O)=N/C(C(=N)O)C(C)C,,-1.33,,-0.0320416,-0.0309549
C/C(O)=N/C/C(O)=N/C(C)/C(O)=N/C(C(=N)O)C(C)C,,-1.56,,-2.72792,-2.72664
C/C(O)=N/C/C(O)=N/C(CC(C)C)/C(O)=N/CC(=N)O,,-1.23,,-3.37849,-3.3779
C/C(O)=N/C/C(O)=N/C(CC(C)C)C(=N)O,,-0.78,,0.243497,0.24389
C/C(O)=N/C1=CC(=O)N(c2ccc(Cl)cc2)C1=O,,0.75,,0.352515,1.69997
C/C(O)=N/C1=CC(=O)c2ccccc2C1=O,,1.29,,-0.522404,1.09415
C/C(O)=N/C1=N/C(=N/C(O)CC(O)CO)C(Cl)=NC1[N+](=O)[O-],,-0.66,,-4.7518,-5.78868
C/C(O)=N/C1=N/C(=N/CC(O)CO)C(Cl)=NC1[N+](=O)[O-],,0,,-3.66299,-4.45856
C/C(O)=N/C1CC1c1ccccc1,,1.43,,1.70808,1.70808
C/C(O)=N/CCC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1,,-0.35,,0.536482,0.536488
C/C(O)=N/CCn1c([N+](=O)[O-])cnc1C,,-0.47,,0.0162037,0.0171958
C/C(O)=N/Cc1cc(C(O)N=N)ccn1,,-1.58,,-0.0804826,-0.0803782
C/C(O)=N/Cc1ccc(OCC(O)CNC(C)C)cc1,,0.32,,-0.703984,1.20569
C/C(O)=N/Cc1cccc(OCC(O)CNC(C)C)c1,,0.34,,-0.714923,1.14768
C/C(O)=N/N1CC=CCC1,,0.52,,0.806007,0.812962
C/C(O)=N/N=C(\O)Nc1ccc(Br)cc1,,1.38,,1.04444,2.18768
C/C(O)=N/N=C(\O)Nc1ccc(C#N)cc1,,0.38,,0.1831,1.49432
C/C(O)=N/N=C(\O)Nc1ccc(C(C)(C)C)cc1,,2.08,,2.04738,2.92307
C/C(O)=N/N=C(\O)Nc1ccc(C)cc1,,0.67,,0.594456,1.65593
C/C(O)=N/N=C(\O)Nc1ccc(Cl)cc1,,1.12,,0.885576,2.07237
C/C(O)=N/N=C(\O)Nc1ccc(F)cc1,,0.45,,0.415371,1.75273
C/C(O)=N/N=C(\O)Nc1ccc(I)cc1,,1.65,,1.41731,2.49662
C/C(O)=N/N=C(\O)Nc1ccc(N(C)C)cc1,,0.11,,0.317931,1.64391
C/C(O)=N/N=C(\O)Nc1ccc(O)cc1,,-0.79,,-0.508625,0.761574
C/C(O)=N/N=C(\O)Nc1ccc(Oc2ccccc2)cc1,,2.01,,2.07206,2.96245
C/C(O)=N/N=C(\O)Nc1ccc([N+](=O)[O-])cc1,,0.77,,0.0724103,1.76478
C/C(O)=N/N=C(\O)c1ccccc1N(C)C,,1.49,,1.25092,2.19123
C/C(O)=N/c1c(C)c(C)c(O)c(C)c1C,,0.95,,1.49819,1.49999
C/C(O)=N/c1c(C)cc(O)c(C)c1C,,0.75,,1.22128,1.22358
C/C(O)=N/c1c(F)ccc(C(F)(F)F)c1Br,,2.22,,1.70771,2.70868
C/C(O)=N/c1c(I)c(/C(O)=N/C(CO)CO)c(I)c(/C(O)=N/C(CO)CO)c1I,,-2.27,,-0.0117099,0.0555616
C/C(O)=N/c1c(I)c(C(=O)N(C)CC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,,-2.71,,-0.882111,-0.592228
C/C(O)=N/c1cc(Br)cc(C(F)(F)F)c1Cl,,3.41,,2.52314,3.00977
C/C(O)=N/c1cc(C(C)(C)C)c(O)cc1C,,2.18,,2.07011,2.07135
C/C(O)=N/c1cc(C(F)(F)F)c(Br)cc1F,,3.17,,2.4208,2.70426
C/C(O)=N/c1cc(C(F)(F)F)c(Cl)cc1Cl,,3.24,,2.50131,2.93207
C/C(O)=N/c1cc(C(F)(F)F)c(Cl)cc1F,,3.02,,2.07636,2.67001
C/C(O)=N/c1cc(C(F)(F)F)c(F)cc1F,,2.34,,2.01959,2.28624
C/C(O)=N/c1cc(C(F)(F)F)cc(C(F)(F)F)c1Br,,3.51,,2.73287,3.17591
C/C(O)=N/c1cc(C(F)(F)F)cc(Cl)c1Cl,,3.27,,2.13997,2.94037
C/C(O)=N/c1cc(C(F)(F)F)ccc1Cl,,2.24,,2.2771,2.42186
C/C(O)=N/c1cc(C(F)(F)F)ccc1F,,2.24,,1.95518,2.1106
C/C(O)=N/c1cc(C(O)N=N)ccn1,,-1.25,,0.364081,0.441965
C/C(O)=N/c1cc(C)c(C)c(C)c1,,2.5,,2.0557,2.05587
C/C(O)=N/c1cc(C)c(O)c(C)c1C,,0.82,,1.27618,1.27801
C/C(O)=N/c1cc(Cl)c(Cl)c(Cl)c1,,3.76,,2.48189,2.66993
C/C(O)=N/c1cc(Cl)c(F)c(Cl)c1F,,2.9,,1.32144,2.4899
C/C(O)=N/c1cc(Cl)cc(C(F)(F)F)c1Br,,3.26,,2.52647,2.96014
C/C(O)=N/c1cc(Cl)cc(C(F)(F)F)c1Cl,,3.27,,2.17848,2.96677
C/C(O)=N/c1cc(Cl)cc(C(F)(F)F)c1F,,3.15,,1.64602,2.66369
C/C(O)=N/c1cc(Cl)cc(Cl)c1Br,,3.04,,2.18371,2.68134
C/C(O)=N/c1cc(OCC(=O)O)ccc1Cl,,0.75,,-1.13184,0.944536
C/C(O)=N/c1cc([N+](=O)[O-])c(Br)cc1F,,2.11,,0.64544,1.83943
C/C(O)=N/c1ccc(Br)c(C)c1,,2.8,,2.12145,2.12179
C/C(O)=N/c1ccc(Br)c(C)c1Cl,,2.73,,2.50633,2.52018
C/C(O)=N/c1ccc(Br)c(Cl)c1F,,2.86,,2.10621,2.44624
C/C(O)=N/c1ccc(C)c(C)c1C,,1.76,,1.98897,1.98923
C/C(O)=N/c1ccc(O)c(C(C)C)c1,,1.71,,1.34362,1.34497
C/C(O)=N/c1ccc(O)c(C)c1C,,0.57,,0.974013,0.976396
C/C(O)=N/c1ccc(OC(=O)CBr)cc1,,1.08,,1.54579,1.54672
C/C(O)=N/c1ccc(OCC(O)CNCC(O)COc2ccccc2)cc1,,1.39,,0.111604,1.09184
C/C(O)=N/c1ccc(Oc2ccccn2)cc1,,1.57,,1.59024,1.59132
C/C(O)=N/c1ccc2[nH]c(C)cc2c1,,1.21,,1.66008,1.66092
C/C(O)=N/c1ccc2c(c1)S(=O)(=O)c1ccccc1C2=O,,2.35,,0.924134,1.29747
C/C(O)=N/c1ccc2c(c1)[nH]c1ccccc12,,3.02,,2.4697,2.47046
C/C(O)=N/c1ccc2cccccc1-2,,2.48,,1.55362,1.55383
C/C(O)=N/c1ccc2nccnc2c1,,1,,0.765613,0.778207
C/C(O)=N/c1ccc2oc(C)c(C)c(=O)c2c1,,1.79,,1.355,1.36658
C/C(O)=N/c1cccc(Cl)c1Cl,,2.09,,1.87204,2.12329
C/C(O)=N/c1cccc(OC(=O)C/N=C(\O)c2ccccc2)c1,,1.7,,1.55018,1.62268
C/C(O)=N/c1cccc(OCc2cccc(NC(=N)NC(=N)N)c2)c1,,1.82,,-0.781328,0.741389
C/C(O)=N/c1cccc2cccnc12,,1.91,,1.23221,1.23909
C/C(O)=N/c1cccc2nccnc12,,1.06,,0.625052,0.665707
C/C(O)=N/c1ccccc1C(C)C,,1.71,,1.85282,1.85296
C/C(O)=N/c1ccccc1Oc1ccccc1,,2.37,,2.1247,2.13248
C/C(O)=N/c1ccnnc1,,-0.41,,-0.208747,-0.00291107
C/C(O)=N/c1cn[nH]c1,,-0.38,,0.187584,0.23171
C/C(O)=N/c1cncc(Cl)n1,,1.1,,-0.549184,0.733018
C/C(O)=N/c1n[n+]([O-])c2cc(C)ccc2[n+]1[O-],,-0.4,,-1.13816,0.183237
C/C(O)=N/c1n[nH]c(/N=C(/C)O)n1,,-1.02,,-1.38696,-0.135382
C/C(O)=N/c1nc(=O)cc(-c2ccc([N+](=O)[O-])o2)s1,,1.01,,-0.268412,0.567052
C/C(O)=N/c1ncc2ncn(COCCO)c2n1,,-1.33,,-1.34686,-0.440765
C/C(O)=N/c1ncnc2c1ncn2C,,-0.41,,-1.31194,0.105683
C/C(O)=N/c1ncnc2c1ncn2C1CC(O)C(CO)O1,,-0.19,,-1.38425,-0.537738
C/C(O)=N\C(CC(C)C)/C(O)=N/C(/C(O)=N/C(CC(C)C)C(=N)O)C(C)O,,0.24,,0.41004,0.410728
C/C(O)=N\C(CC(C)C)/C(O)=N/C(CC(=O)O)/C(O)=N/C(CC(C)C)C(=N)O,,0.16,,-3.38373,-0.857042
C/C(O)=N\c1ccc(SC(N(C)C)N(C)C)cc1,,-1.58,,0.422724,1.3423
C/C=C(/C)C(N)=O,,,-0.21,0.0992183,0.0992215
C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,,,8.15,7.84476,7.84476
C/C=C(C)/C=N/O,,,0.87,1.14041,1.14052
C/C=C(\c1ccccc1)c1oc(=O)c(CCCC)c(O)c1CCCC,,,1.39,5.18786,6.43139
C/C=C/C(=C/CC)C(=O)O,,,2.22,-0.64086,2.25233
C/C=C/C(=O)N[C@@H](CSCCCC(=O)NO)C(=O)NCc1ccccc1,,,0.4,0.708623,0.710979
C/C=C/C(N)=O,,,-0.51,-0.192077,-0.192076
C/C=C/COC(=O)/C=C(C)/C=C/CC(C)CCCC(C)(C)OC,,,6.07,6.33435,6.33435
C/N=C(/NC#N)NCCSCc1ncccc1OC,,0.97,,-0.395583,1.24119
C/N=C(/NC#N)NCCSCc1ncn(COC(=O)C(C)(C)C)c1C,,1.81,,-0.774783,1.15107
C/N=C(/NS(=O)(=O)N1CCOCC1)N1CC(c2ccccc2)C(c2ccc(Cl)cc2)=N1,,,3.8,2.71932,2.71947
C/N=C(/O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,1.54,,2.01318,2.01318
C/N=C(/O)OCc1c2c(n3c1C(OC(C)=O)CC3)C(=O)C(C)=C(OC)C2=O,,2.39,,0.926276,0.927115
C/N=C(/O)Oc1ccccc1[N+](=O)[O-],,1.02,,0.8338,0.839773
C/N=C(/O)c1ccccc1C(=O)c1ccccc1,,2.09,,1.9265,1.92741
C/N=C(/S)n1nc(-c2ccc(Cl)cc2)nc1N,4.12,,,1.97307,1.99358
C/N=C(O)/N=C(\O)C(C)(C(=O)OC)C1C=CCCC1,,1.75,,0.963477,1.61234
C/N=C(O)/N=C(\O)C(C)(C(=O)OCOC)C1=CCCCC1,,1.8,,0.504569,1.4892
C/N=C(O)/N=c1\[nH]onc1C,,0.3,,-1.10826,0.416239
C/N=C(\C[N+](=O)[O-])NCCSCc1[nH]cnc1C,,-0.4,,-0.482489,-0.0560918
C/N=C(\C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,,0.27,,0.0955734,0.642343
C/N=C(\N)NC#N,,-0.77,,-1.80593,-0.920849
C/N=C(\NC#N)NCCCCc1ncccc1OC,,1.5,,-0.458639,1.33618
C/N=C(\NC#N)NCCSCc1nccs1,,0.89,,-0.540557,0.933139
C/N=C(\NC#N)Nc1cccc(-c2csc(NC(=N)N)n2)c1,,1.6,,-0.889615,0.832293
C/N=C(\NC)NC#N,,-0.4,,-1.66356,-0.554708
C/N=C(\NC)N[N+](=O)[O-],,-0.7,,0.268738,0.270966
C/N=C(\NCCSCc1[nH]cnc1C)N[N+](=O)[O-],,0.18,,0.836592,1.12723
C/N=C(\O)C1C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,1.54,,2.83425,2.83426
C/N=C(\O)CF,,-0.83,,-0.0187901,-0.0185465
C/N=C(\O)CN1C=CCC(=O)C1=O,,-1.15,,-0.324999,-0.314825
C/N=C(\O)COC(=O)Cc1ccc2cc(OC)ccc2c1,,2.19,,2.0877,2.08775
C/N=C(\O)COc1ccc(OCC(O)CNC(C)C)cc1,,0.56,,-1.04663,0.929326
C/N=C(\O)COc1cccc(OCC(O)CNC(C)C)c1,,0.35,,-1.10249,0.839385
C/N=C(\O)N(C)/C(O)=N/c1cc(-c2ccccc2)ccc1F,,3.78,,2.23978,2.30958
C/N=C(\O)N(C)/C(O)=N/c1cc(C(=O)OC)ccc1F,,2.28,,0.957502,1.0817
C/N=C(\O)N(C)/C(O)=N/c1cc(C(C)(C)C)ccc1F,,3.96,,2.29569,2.31978
C/N=C(\O)N(C)/C(O)=N/c1cc(C(C)=O)ccc1F,,1.82,,0.704668,0.766514
C/N=C(\O)N(C)/C(O)=N/c1cc(C2CCCCC2)ccc1F,,4.58,,2.83322,2.87358
C/N=C(\O)N(C)/C(O)=N/c1cc(Cc2ccccc2)ccc1F,,3.9,,2.43723,2.55663
C/N=C(\O)N(C)/C(O)=N/c1cc(F)ccc1F,,2.4,,0.899819,1.2816
C/N=C(\O)N(C)/C(O)=N/c1cc(I)ccc1F,,3.58,,1.61613,1.84548
C/N=C(\O)N(C)/C(O)=N/c1cc(OC)ccc1F,,2.14,,0.848544,0.95981
C/N=C(\O)N(C)/C(O)=N/c1cc(S(=O)(=O)C(C)C)ccc1F,,1.87,,0.783542,1.21948
C/N=C(\O)N(C)/C(O)=N/c1cc([N+](=O)[O-])ccc1F,,2.3,,0.62068,1.21545
C/N=C(\O)N(C)/C(O)=N/c1ccccc1F,,2.12,,0.939547,1.05528
C/N=C(\O)N(C)S(=O)(=O)Cc1ccccc1,,1.18,,0.962157,0.962187
C/N=C(\O)N(C)S(=O)(=O)c1cccnc1,,0.42,,0.186299,0.186433
C/N=C(\O)N(CCCC(/N=C(/C)O)/C(O)=N/Cc1ccccc1)Cc1ccccc1,,1.86,,2.22629,2.22729
C/N=C(\O)NCCCC(/N=C(/C)O)/C(O)=N/Cc1ccccc1,,-0.33,,1.07261,1.07328
C/N=C(\O)NCCSCc1[nH]cnc1C,,-0.06,,-0.0137786,0.532688
C/N=C(\O)NS(=O)(=O)c1ccccc1,,0.44,,-0.207867,0.512942
C/N=C(\O)NS(=O)(=O)c1cccnc1,,-0.45,,-0.969975,-0.156659
C/N=C(\O)Nc1cccc(OC)c1,,1.26,,1.20142,1.20143
C/N=C(\O)OCc1c2c(n3c1C(OC(C)=O)CC3)C(=O)C(Cl)=C(OC)C2=O,,2.08,,1.0599,1.06089
C/N=C(\O)OCc1c2c(n3c1C(OC(C)=O)CC3)C(=O)C=C(N1CCCC1)C2=O,,1.4,,1.11454,1.11482
C/N=C(\O)OCc1c2c(n3c1C(OC(C)=O)CC3)C(=O)C=C(OC)C2=O,,1.19,,0.711999,0.713107
C/N=C(\O)OCc1ccc(Cl)cc1,,2.42,,1.84645,1.84653
C/N=C(\O)Oc1cc(C)c(C)cc1C,,2.52,,1.8536,1.8537
C/N=C(\O)Oc1cc(C)c(Cl)cc1C,,2.95,,2.02153,2.02196
C/N=C(\O)Oc1cc(C)c(Cl)cc1Cl,,3,,2.24813,2.24992
C/N=C(\O)Oc1cc(C)cc(C(C)(C)C)c1,,3.35,,2.67859,2.6787
C/N=C(\O)Oc1cc(C)ccc1C,,2.03,,1.52211,1.52221
C/N=C(\O)Oc1cc(C)ccc1C(C)(C)C,,3.14,,2.55882,2.55911
C/N=C(\O)Oc1cc(Cl)ccc1Cl,,2.44,,1.94399,1.94585
C/N=C(\O)Oc1ccc(C(C)(C)C)c(C)c1,,3.38,,2.77494,2.77498
C/N=C(\O)Oc1ccc(C(C)C)c(C)c1,,3.11,,2.30156,2.30161
C/N=C(\O)Oc1ccc(C(C)C)cc1,,2.57,,2.04553,2.04556
C/N=C(\O)Oc1ccc(Cl)c(Cl)c1,,2.8,,2.01831,2.01957
C/N=C(\O)Oc1ccc(I)cc1,,2.46,,1.89916,1.89922
C/N=C(\O)Oc1ccc(S(C)(=O)=O)cc1,,0.34,,0.315553,0.316135
C/N=C(\O)Oc1ccc([N+](=O)[O-])cc1,,1.47,,1.04372,1.04604
C/N=C(\O)Oc1cccc(Br)c1,,2.25,,1.65116,1.65132
C/N=C(\O)Oc1cccc(C(=O)OC)c1,,1.42,,0.992172,0.992379
C/N=C(\O)Oc1cccc(C(C)(C)C)c1,,2.93,,2.40569,2.40576
C/N=C(\O)Oc1cccc(C)c1,,1.7,,1.30546,1.30558
C/N=C(\O)Oc1cccc(C)c1C,,1.95,,1.5271,1.5272
C/N=C(\O)Oc1cccc(C=O)c1,,0.92,,0.698617,0.69883
C/N=C(\O)Oc1cccc(Cl)c1,,2.03,,1.55698,1.55736
C/N=C(\O)Oc1cccc(Cl)c1Cl,,2.48,,1.95824,1.95997
C/N=C(\O)Oc1cccc(I)c1,,2.52,,1.84615,1.84622
C/N=C(\O)Oc1ccccc1OC,,0.81,,0.845632,0.845805
C/N=C(\O)Oc1ccccc1SC,,1.51,,1.451,1.45116
C/N=C(\O)c1cc2ccccc2[nH]1,,1.9,,1.63791,1.63835
C/N=C(\O)c1cc2ccccc2o1,,1.85,,1.9947,1.99869
C/N=C(\O)c1cccc(Oc2cc(C)ccc2C)c1,,3.76,,3.11487,3.1149
C/N=C(\O)c1cccc(Oc2ccccc2)c1,,2.86,,2.49563,2.49567
C/N=C(\O)c1ccoc1,,0.34,,0.57483,0.574865
C/N=C(\O)c1ccsc1,,0.81,,1.10667,1.10669
C/N=C(\O)c1cn2c(C)c(C)nc2c2c1CCC(c1ccccc1)O2,,3.6,,2.72822,2.72953
C/N=C(\O)c1csc(-c2ccc(C(C)C(=O)O)cc2)n1,,2.45,,-1.18137,1.70902
C/N=C(\O)c1nonc1C,,0.56,,0.339217,0.365897
C/N=C(\S)NC12CC3CC(CC(C3)C1)C2,,2.67,,3.2593,3.25931
C/N=C(\S)NCC(F)(F)C(F)(F)C(F)(F)F,,1.99,,3.21277,3.21284
C/N=C1/C=C(O)/C(=N/C)C=C1O,,,0.34,0.120427,0.52403
C/N=C1/C=C(O)c2ccccc2C1=O,,,1.74,0.501684,1.23743
C/N=C1\C(O)=C(N2CC2)/C(=N\C)C(O)=C1N1CC1,,,0.13,0.746017,0.759306
C/N=N/Nc1ccc(C(N)=O)cc1,,0.47,,0.927134,0.927183
C/N=c1/[nH]c(=NC(C)C)[nH]/c(=N/C)[nH]1,,1.87,,0.107733,2.40868
C/N=c1/nc(C(Cl)(Cl)Cl)nc(C)[nH]1,,2.43,,2.12801,2.12839
C/N=c1/nc(NC(C)(C)C)[nH]c(SC(F)F)n1,,3.91,,2.60503,2.69798
C/N=c1\nc(O)cc(-c2ccc([N+](=O)[O-])o2)s1,,0.86,,1.92021,2.30976
C1=C(Cc2ccccc2)C(=NCCN2CCOCC2)N=NC1c1ccccc1,,3.65,,3.85655,3.94712
C1=C(c2cc3ccccc3o2)C2CCN1CC2,2.59,,,3.96342,3.9671
C1=C(c2ccccc2)CCCC1,,4.53,,4.41386,4.41386
C1=C(c2ccccc2)CCNC1,,1.99,,0.173551,2.15118
C1=C2C(=C(c3ccccc3)c3ccccc32)CNC1,,,4.41,3.09702,3.78112
C1=CC2C=CC1C2,,2.67,,2.57508,2.57508
C1=CC2CCC1C2,,3.24,,3.02568,3.02568
C1=CC=CC=CC=C1,,3.08,,3.50291,3.50291
C1=CC=CCC=C1,,2.63,,2.84045,2.84045
C1=CCC(c2cc3ccccc3o2)CNC1,1.94,,,1.74859,2.92461
C1=CCC(c2ccc3ccccc3c2)CNC1,1.64,,,2.03684,3.62521
C1=CCC=CC1,,2.3,,2.52103,2.52103
C1=CCCC=C1,,2.47,,2.62463,2.62463
C1=CCCC=CCC1,,3.16,,3.43613,3.43613
C1=CCCC=CCCC=CCC1,,5.5,,4.99108,4.99108
C1=CCCCC1,,2.86,,2.98701,2.98701
C1=CCOC1,,0.46,0.46,0.491434,0.491434
C1=COCCC1,,0.69,,1.07115,1.07115
C1=Cc2ccc3c4c(ccc(c24)C1)-c1ccccc1-3,,5.78,,6.07799,6.07799
C1=Cc2cccc3cccc1c23,,3.94,,3.677,3.677
C1=Cc2ccccc2C1,,2.92,,3.15387,3.15387
C1=c2ccc3cccc4ccc(c2c43)CC1,,4.92,,5.36197,5.36197
C1C2C3C2C2C1C32,,2.9,,2.59364,2.59364
C1C2CC3CC1CC(C2)C3,,4.24,,4.41718,4.41718
C1CC1,,1.72,,1.93895,1.93895
C1CC2=NOS3=C2C(=NO3)C1,,1.1,,1.18841,1.18841
C1CC2CC1C1OC21,,1.58,,1.38186,1.38186
C1CC2CCC1C2,,3.78,,3.55679,3.55679
C1CC2OC2CC1C1CO1,,0.44,,0.807444,0.807444
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,3.02,,,4.00892,6.68797
C1CCC(C2CO2)CC1,,2.43,,2.22192,2.22192
C1CCC(CN2CC3CN(CC4CCCCC4)CC(C2)C32CCCCC2)CC1,,,7.43,5.90627,7.22922
C1CCC(NC2CCCCC2)CC1,-0.38,,,0.578486,3.80844
C1CCC2(C1)C1CN(CC3CC3)CC2CN(CC2CC2)C1,,,4.19,2.78756,4.30768
C1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3,,,6.1,4.02626,4.02626
C1CCC2=NCCCN2CC1,,1.38,,-1.37256,1.38084
C1CCC2OC2C1,,1.26,,1.286,1.286
C1CCCC1,,3,,3.04426,3.04426
C1CCCCC1,,3.44,,3.54784,3.54784
C1CCCCCC1,,4,,3.98584,3.98584
C1CCCCCCC1,,4.45,,4.49018,4.49018
C1CCN(C2CCNCC2)CC1,,,2.76,-2.15412,1.52799
C1CCN(CCCN2CCCCC2)CC1,,,2.06,0.429934,3.4438
C1CCNC1,,0.46,,-1.75396,0.450814
C1CCNCC1,,0.84,,-1.53937,0.790086
C1CCOC1,,0.465,,0.692127,0.692127
C1CCOCC1,,0.95,,1.10774,1.10774
C1CCSC1,,1.61,,1.81999,1.81999
C1CCc2c(c3c(N4CCCC4)nc(N4CCCC4)nc3n2CCN2CCOCC2)C1,3.6,,,4.30804,4.38144
C1CCc2nnnn2CC1,,0.14,,0.366967,0.366967
C1CN2CCC1CC2,,1.38,,-2.10238,1.056
C1CN=C2CCCN2C1,,-0.17,,-2.03177,0.485613
C1CNCCN1,,-1.5,,-2.87442,-1.05462
C1CNCCN2CCCNCCN(C1)CC2,,,-2.11,-3.37437,-0.0798932
C1CO1,,-0.3,,-0.267726,-0.267726
C1COC1,,-0.14,,0.1506,0.1506
C1COCCN1,,-0.86,,-1.73104,-0.708923
C1COCCO1,,-0.27,,-0.248116,-0.248116
C1COCCOCCOCCO1,,-0.04,,-0.374368,-0.374368
C1COCCOCCOCCOCCO1,,-0.48,,-0.20613,-0.20613
C1COCCOCCOCCOCCOCCO1,,-0.68,,-0.576743,-0.576743
C1COCO1,,-0.37,,-0.48002,-0.48002
C1CSCCS1,,0.77,,1.63468,1.63468
C1OC1C1CO1,,-0.52,,-0.277817,-0.277817
C1OC1CN1CCN(CC2CO2)CC1,,-0.84,,-0.736873,-0.370539
C1OCOCO1,,-0.43,,-1.07167,-1.07167
C1SCC2=NOS3=C2C1=NO3,,1.35,,0.817337,0.817337
C=C,,1.13,1.13,1.3541,1.3541
C=C(Br)CC1(C(C)C)C(=O)NC(=O)N(C)C1=O,,2.11,,1.99863,2.06296
C=C(Br)CC1(C(C)C)C(=O)NC(=O)NC1=O,,1.47,,1.48303,1.67679
C=C(Br)CC1(C(C)CC)C(=O)N(C)C(=O)N=C1O,,2.43,,-0.517026,1.90222
C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,,2.2,,1.70568,1.95287
C=C(Br)CC1(C(C)CCC)C(O)=NC(=O)N=C1O,,2.09,,-0.417883,1.66626
C=C(Br)CON=C(C)c1cccc(Oc2nc(OC)cc(OC)n2)c1C(=O)OC,,3.73,,3.28755,3.28755
C=C(C)C,,2.34,,2.17003,2.17003
C=C(C)C#N,,0.68,,0.406611,0.406611
C=C(C)C(=O)O,,0.93,,-2.06356,0.584627
C=C(C)C(=O)OC,,1.38,,0.928741,0.928741
C=C(C)C(=O)OC(C)(C)C,,2.54,,2.38755,2.38755
C=C(C)C(=O)OC(C)C,,2.25,,1.85237,1.85237
C=C(C)C(=O)OC1CC2=CC(CC3(C)OC3C3OC(=O)C(=C)C13)OC2=O,,0.69,,1.09776,1.09776
C=C(C)C(=O)OCC,,1.94,,1.47516,1.47516
C=C(C)C(=O)OCC(C)(C)COC(=O)C(=C)C,,2.79,,2.89248,2.89248
C=C(C)C(=O)OCC(C)(O)COc1cccc2ccccc12,,3.77,,3.05142,3.05142
C=C(C)C(=O)OCC(C)C,,2.66,,2.41868,2.41868
C=C(C)C(=O)OCC(C)O,,0.97,,0.629659,0.629659
C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,,4.39,,3.43459,3.43459
C=C(C)C(=O)OCC(CC)CCCC,,4.54,,4.46261,4.46261
C=C(C)C(=O)OCC(COC(=O)C(=C)C)COC(=O)C(=C)C,,3.53,,2.63927,2.63927
C=C(C)C(=O)OCC(F)(F)F,,1.56,,1.52648,1.52648
C=C(C)C(=O)OCC(O)COc1ccccc1,,2.27,,1.61717,1.61717
C=C(C)C(=O)OCCCC,,2.88,,2.62837,2.62837
C=C(C)C(=O)OCCCCCCCC(C)C,,5.28,,5.48828,5.48828
